Question ID,Question Title,Question Slug,Difficulty Level,Success Rate,Total Submissions,Total Accepted,Likes,Dislikes,Topic Tagged text,Topic Tagged ID,Company Tags,Hints,Similar Questions ID,Similar Questions Text,Code Snippets (Python3 or All),Question Text
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,Hard,22.8,45794,10450,403,36,"Array,Dynamic Programming,Stack,Breadth-First Search,Union Find,Heap (Priority Queue),Matrix,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU0",None,"For each cell (i,j), it is critical to find out the minimum number of steps to reach (i,j), denoted dis[i][j], quickly, given the tight constraint. Calculate dis[i][j] going left to right, top to bottom. Suppose we want to calculate dis[i][j], keep track of a priority queue that stores (dis[i][k], i, k) for all k ≤ j, and another priority queue that stores (dis[k][j], k, j) for all k ≤ i.","45,55","Jump Game II,Jump Game",,"You are given a 0-indexed m x n integer matrix grid. Your initial position is at the top-left cell (0, 0). Starting from the cell (i, j), you can move to one of the following cells: Return the minimum number of cells you need to visit to reach the bottom-right cell (m - 1, n - 1). If there is no valid path, return -1. "
2618,Check if Object Instance of Class,check-if-object-instance-of-class,Medium,28.2,110132,31046,278,110,,,None,"In Javascript, inheritance is achieved with the prototype chain. You can get the prototype of an object with the Object.getPrototypeOf(obj) function. Alternatively, you can code obj['__proto__']. You can compare an object's __proto__ with classFunction.prototype. Traverse the entire prototype chain until you find a match.",,,,"Write a function that checks if a given value is an instance of a given class or superclass. For this problem, an object is considered an instance of a given class if that object has access to that class's methods. There are no constraints on the data types that can be passed to the function. For example, the value or the class could be undefined. "
2619,Array Prototype Last,array-prototype-last,Easy,74.6,260434,194186,560,23,,,None,"Inside the Array.prototype.last function body, you have access to the ""this"" keyword. ""this"" is equal to the contents of the array in this case. You can access elements in the array via this[0], this[1], etc. You can also access properties and method like this.length, this.forEach, etc.","2624,2774","Snail Traversal,Array Upper Bound",,"Write code that enhances all arrays such that you can call the array.last() method on any array and it will return the last element. If there are no elements in the array, it should return -1. You may assume the array is the output of JSON.parse. "
2620,Counter,counter,Easy,82.2,721599,593370,1473,124,,,None,"In JavaScript, a function can return a closure. A closure is defined as a function and the variables declared around it (it's lexical environment). A count variable can be initialized in the outer function and mutated in the inner function.","2623,2629,2665","Memoize,Function Composition,Counter II",,"Given an integer n, return a counter function. This counter function initially returns n and then returns 1 more than the previous value every subsequent time it is called (n, n + 1, n + 2, etc). "
2621,Sleep,sleep,Easy,87.6,235013,205954,666,58,,,None,"In Javascript, you can execute code after some delay with the setTimeout(fn, sleepTime) function. An async function is defined as function which returns a Promise. To create a Promise, you can code new Promise((resolve, reject) => {}). When you want the function to return a value, code resolve(value) inside the callback.","2637,2636","Promise Time Limit,Promise Pool",,"Given a positive integer millis, write an asynchronous function that sleeps for millis milliseconds. It can resolve any value. Note that minor deviation from millis in the actual sleep duration is acceptable. "
2622,Cache With Time Limit,cache-with-time-limit,Medium,75.8,89347,67734,485,41,,,None,"You can delay execution of code with ""ref = setTimeout(fn, delay)"". You can abort the execution with ""clearTimeout(ref)"" When storing the values in the cache, also store a reference to the timeout. The timeout should clear the key from the cache after the expiration has elapsed. When you set a key that already exists, clear the existing timeout.","2627,2637,2636","Debounce,Promise Time Limit,Promise Pool",,"Write a class that allows getting and setting key-value pairs, however a time until expiration is associated with each key. The class has three public methods: set(key, value, duration): accepts an integer key, an integer value, and a duration in milliseconds. Once the duration has elapsed, the key should be inaccessible. The method should return true if the same un-expired key already exists and false otherwise. Both the value and duration should be overwritten if the key already exists. get(key): if an un-expired key exists, it should return the associated value. Otherwise it should return -1. count(): returns the count of un-expired keys. "
2623,Memoize,memoize,Medium,64.1,243753,156286,706,111,,,None,"You can create copy of a function by spreading function parameters.

function outerFunction(passedFunction) {
  return newFunction(...params) {
    return passedFunction(...params);
  };
} params is an array. Since you know all values in the array are numbers, you can turn it into a string with JSON.stringify(). In the outerFunction, you can declare a Map or Object. In the inner function you can avoid executing the passed function if the params have already been passed before.","2620,2632,2629,2630","Counter,Curry,Function Composition,Memoize II",,"Given a function fn, return a memoized version of that function. A memoized function is a function that will never be called twice with the same inputs. Instead it will return a cached value. You can assume there are 3 possible input functions: sum, fib, and factorial. "
2624,Snail Traversal,snail-traversal,Medium,67.3,22278,14990,114,46,,,None,Different ways to approach this problem. Perhaps store a boolean if you are moving up or down and a current column. Reverse the direction and increment the column every time you hits a wall. Is there a way way to do this without storing state - by just using math?,"2619,2631,2774","Array Prototype Last,Group By,Array Upper Bound",,"Write code that enhances all arrays such that you can call the snail(rowsCount, colsCount) method that transforms the 1D array into a 2D array organised in the pattern known as snail traversal order. Invalid input values should output an empty array. If rowsCount * colsCount !== nums.length, the input is considered invalid. Snail traversal order starts at the top left cell with the first value of the current array. It then moves through the entire first column from top to bottom, followed by moving to the next column on the right and traversing it from bottom to top. This pattern continues, alternating the direction of traversal with each column, until the entire current array is covered. For example, when given the input array [19, 10, 3, 7, 9, 8, 5, 2, 1, 17, 16, 14, 12, 18, 6, 13, 11, 20, 4, 15] with rowsCount = 5 and colsCount = 4, the desired output matrix is shown below. Note that iterating the matrix following the arrows corresponds to the order of numbers in the original array.   "
2625,Flatten Deeply Nested Array,flatten-deeply-nested-array,Medium,64.5,101817,65685,387,29,,,None,"Write a recursive function that keeps track of the current depth. if the current depth >= the maximum depth, always just push the value to the returned array. Otherwise recursively call flat on the array.","2628,2633,2649","JSON Deep Equal,Convert Object to JSON String,Nested Array Generator",,"Given a multi-dimensional array arr and a depth n, return a flattened version of that array. A multi-dimensional array is a recursive data structure that contains integers or other multi-dimensional arrays. A flattened array is a version of that array with some or all of the sub-arrays removed and replaced with the actual elements in that sub-array. This flattening operation should only be done if the current depth of nesting is less than n. The depth of the elements in the first array are considered to be 0. Please solve it without the built-in Array.flat method. "
2626,Array Reduce Transformation,array-reduce-transformation,Easy,85.4,286389,244689,702,47,,,None,"Declare a variable ""res"" and set it it equal to the initial value. Loop over each value in the array and set ""res"" = fn(res, arr[i]).","2631,2634,2635","Group By,Filter Elements from Array,Apply Transform Over Each Element in Array",,"Given an integer array nums, a reducer function fn, and an initial value init, return the final result obtained by executing the fn function on each element of the array, sequentially, passing in the return value from the calculation on the preceding element. This result is achieved through the following operations: val = fn(init, nums[0]), val = fn(val, nums[1]), val = fn(val, nums[2]), ... until every element in the array has been processed. The ultimate value of val is then returned. If the length of the array is 0, the function should return init. Please solve it without using the built-in Array.reduce method. "
2627,Debounce,debounce,Medium,91.8,81755,75045,448,55,,,None,"You execute code with a delay with ""ref = setTimeout(fn, delay)"". You can abort the execution of that code with ""clearTimeout(ref)"" Whenever you call the function, you should abort any existing scheduled code. Then, you should schedule code to be executed after some delay.","2637,2622,2676","Promise Time Limit,Cache With Time Limit,Throttle",,"Given a function fn and a time in milliseconds t, return a debounced version of that function. A debounced function is a function whose execution is delayed by t milliseconds and whose execution is cancelled if it is called again within that window of time. The debounced function should also receive the passed parameters. For example, let's say t = 50ms, and the function was called at 30ms, 60ms, and 100ms. The first 2 function calls would be cancelled, and the 3rd function call would be executed at 150ms. If instead t = 35ms, The 1st call would be cancelled, the 2nd would be executed at 95ms, and the 3rd would be executed at 135ms.  The above diagram shows how debounce will transform events. Each rectangle represents 100ms and the debounce time is 400ms. Each color represents a different set of inputs. Please solve it without using lodash's _.debounce() function. "
2628,JSON Deep Equal,json-deep-equal,Medium,39.1,36150,14144,221,18,,,None,"You can check if a value is an array with the Array.isArray() method. You can check if a value is an object by saying typeof obj === 'object' && obj !== null. You can list the keys of an object with the Object.keys() function. If two objects have different keys or two arrays have a different length, they cannot be equal. You can use recursion to investigate if the values of an object or array are also deeply equal. The base case is when the values are primitives (string, number, etc), at which case the check is a trivial === check.","2633,2625,2675,2700","Convert Object to JSON String,Flatten Deeply Nested Array,Array of Objects to Matrix,Differences Between Two Objects",,
2629,Function Composition,function-composition,Easy,87.0,236227,205539,777,57,,,None,Start by returning a function that takes in a number and returns a number. Call each of the functions in the correct order. Each time passing the output of the previous function into the next function.,"2623,2620","Memoize,Counter",,"Given an array of functions [f1, f2, f3, ..., fn], return a new function fn that is the function composition of the array of functions. The function composition of [f(x), g(x), h(x)] is fn(x) = f(g(h(x))). The function composition of an empty list of functions is the identity function f(x) = x. You may assume each function in the array accepts one integer as input and returns one integer as output. "
2630,Memoize II,memoize-ii,Hard,37.1,24751,9183,126,45,,,None,"Just because JSON.stringify(obj1) === JSON.stringify(obj2), doesn't necessarily mean obj1 === obj2. You could iterate over all previously passed inputs to check if there has been a match. However, that will be very slow. Javascript Maps are a could way to associate arbitrary data. Make a tree structure of Maps. The depth of the tree should match the number of input parameters.","2623,2632","Memoize,Curry",,"Given a function fn, return a memoized version of that function. A memoized function is a function that will never be called twice with the same inputs. Instead it will return a cached value. fn can be any function and there are no constraints on what type of values it accepts. Inputs are considered identical if they are === to each other. "
